1000000,1,0.241175,0.256031,19.048
1000000,2,0.24338,0.119472,14.3289
1000000,3,0.117943,0.127997,11.9207
1000000,4,0.120391,1.08015,9.57179
1000000,5,0.117317,0.517026,8.60562
1000000,6,0.198336,0.135984,7.2416
1000000,7,0.117251,1.10919,6.41136
1000000,8,0.165006,0.0521029,7.02079
1000000,9,0.117591,1.04483,5.95151
1000000,10,0.172533,0.869858,5.6449
1000000,11,0.11965,1.30108,6.46839
1000000,12,0.222704,1.23487,6.00757
1000000,13,0.205535,0.920029,5.75062
1000000,14,0.118228,1.58648,5.73079
1000000,15,0.204066,1.74924,6.26875
1000000,16,0.24875,1.44956,5.87433
1000000,17,0.156095,1.44353,6.01786
1000000,18,0.225627,1.74401,6.67311
1000000,19,0.117357,1.70477,5.92921
1000000,20,0.116954,1.36423,5.7552
1000000,21,0.117453,0.0783656,6.46375
1000000,22,0.130098,0.0921966,6.53702
1000000,23,0.116766,0.0636663,5.26446
1000000,24,0.117066,0.111417,6.3637
