10000000,1,1.35501,1.35834,179.564
10000000,2,1.34752,0.691433,90.0281
10000000,3,1.33423,0.58802,60.034
10000000,4,1.79204,0.549873,44.9684
10000000,5,1.35006,0.441161,35.8504
10000000,6,1.34654,0.35862,29.869
10000000,7,1.34797,0.334974,25.6154
10000000,8,1.34084,0.271678,22.3849
10000000,9,1.34853,0.295822,19.9213
10000000,10,1.36128,0.295756,17.9663
10000000,11,1.34327,0.333765,16.393
10000000,12,1.33641,0.475778,14.9907
10000000,13,1.34832,0.62314,14.2069
10000000,14,1.3409,0.55299,13.0433
10000000,15,1.35284,0.668305,12.099
10000000,16,1.33882,0.578789,11.7515
10000000,17,1.34605,0.615863,11.782
10000000,18,1.65918,0.791446,12.2919
10000000,19,1.34852,0.736505,11.5098
10000000,20,1.34551,0.727526,13.9344
10000000,21,1.34195,0.59509,13.6882
10000000,22,1.35513,0.475447,14.1667
10000000,23,1.34642,0.404418,13.4643
10000000,24,1.35049,0.59092,13.0349
