24,1,2.22703e-06,3.8501e-05,0.000502787
24,2,3.37302e-06,0.0125636,0.000358254
24,3,2.17999e-06,0.687952,1.03275
24,4,3.24403e-06,0.705329,0.167329
24,5,3.04496e-06,0.00871521,0.00041412
24,6,2.21806e-06,0.0197518,0.000441253
24,7,2.85602e-06,0.821045,1.70697
24,8,2.19105e-06,0.718458,1.96008
24,9,3.302e-06,0.012891,0.000606322
24,10,2.19001e-06,1.08132,1.60974
24,11,2.20793e-06,1.24573,1.64427
24,12,2.18407e-06,1.3666,1.84335
24,13,2.16893e-06,1.17141,1.93896
24,14,2.22307e-06,1.0218,2.10338
24,15,2.20002e-06,1.70678,1.93092
24,16,2.15892e-06,1.56208,2.06643
24,17,2.21992e-06,1.30491,2.17111
24,18,2.17708e-06,1.36606,2.47262
24,19,2.21794e-06,1.70082,2.4052
24,20,2.14495e-06,1.56869,2.21591
24,21,2.21503e-06,0.0272544,0.0105988
24,22,2.229e-06,0.0611125,0.0134657
24,23,2.23902e-06,0.0279683,0.0107019
24,24,2.18092e-06,0.0424828,0.0241748
