100000000,1,16.4802,15.188,1959.56
100000000,2,14.7665,29.8588,1197.76
100000000,3,16.9879,15.3891,932.005
100000000,4,14.9866,7.73336,629.565
100000000,5,13.4845,6.87354,545.221
100000000,6,13.5372,8.91698,489.017
100000000,7,19.8051,9.33249,449.723
100000000,8,13.8888,8.73574,445.246
100000000,9,22.8113,10.2137,395.803
100000000,10,13.53,7.17132,316.096
100000000,11,13.5172,7.3964,299.187
100000000,12,13.5347,7.32132,280.724
100000000,13,13.3855,8.61429,271.5
100000000,14,13.3916,8.16997,213.274
100000000,15,13.5268,4.5655,119.548
100000000,16,13.499,4.75284,116.088
100000000,17,13.7712,5.31375,105.52
100000000,18,14.2004,3.75184,99.6307
100000000,19,13.357,5.36001,94.3967
100000000,20,13.5604,5.25038,122.691
100000000,21,13.3774,4.8006,126.57
100000000,22,13.3591,4.64121,123.237
100000000,23,13.3663,4.54895,118.374
100000000,24,13.3413,4.42623,114.019
